#{"t_start": 1706610538.8116398, "env_id": "MiniGrid-DoorKey-6x6-v0"}
r,l,t
0.965,14,2248.094066
0.9775,9,2248.102118
0.97,12,2248.112532
0.975,10,2248.124102
0.9725,11,2248.142674
0.975,10,2248.152452
0.97,12,2248.164063
0.965,14,2248.176219
0.9775,9,2248.185338
0.96,16,2248.199765
0.97,12,2248.211348
0.975,10,2248.220687
0.975,10,2248.229582
0.9775,9,2248.238272
0.9675,13,2248.249581
0.975,10,2248.257451
0.97,12,2248.27013
0.9625,15,2248.282655
0.975,10,2248.293199
0.97,12,2248.302661
0.96,16,2248.316618
0.9725,11,2248.326632
0.975,10,2248.335177
0.955,18,2248.352548
0.9725,11,2248.36258
0.975,10,2248.373169
0.975,10,2248.38176
0.9775,9,2248.390394
0.9625,15,2248.402817
0.9575,17,2248.435241
0.9725,11,2248.446763
0.975,10,2248.457324
0.96,16,2248.474227
0.96,16,2248.489624
0.9775,9,2248.500225
0.97,12,2248.511522
0.9775,9,2248.51911
0.965,14,2248.532911
0.9775,9,2248.542479
0.975,10,2248.551777
0.955,18,2248.568367
0.9575,17,2248.584272
0.9725,11,2248.594224
0.9625,15,2248.608712
0.9575,17,2248.623362
0.9725,11,2248.632888
0.975,10,2248.644147
0.975,10,2248.653188
0.9775,9,2248.663024
0.955,18,2248.680007
0.97,12,2248.69068
0.9725,11,2248.701413
0.9725,11,2248.711663
0.98,8,2248.718622
0.955,18,2248.735229
0.965,14,2248.747867
0.9775,9,2248.7554
0.9775,9,2248.7644
0.9575,17,2248.779879
0.9625,15,2248.792632
0.9675,13,2248.807031
0.975,10,2248.817549
0.975,10,2248.826472
0.9575,17,2248.84423
0.965,14,2248.856746
0.9675,13,2248.86977
0.9775,9,2248.877631
0.9775,9,2248.88622
0.975,10,2248.894223
0.97,12,2248.905174
0.9775,9,2248.914289
0.9725,11,2248.925018
0.97,12,2248.9368
0.9625,15,2248.950918
0.9725,11,2248.960677
0.965,14,2248.973259
0.965,14,2248.985466
0.96,16,2248.999828
0.975,10,2249.008556
0.9675,13,2249.020155
0.96,16,2249.0362
0.97,12,2249.047827
0.9625,15,2249.061841
0.975,10,2249.070703
0.9775,9,2249.0786
0.975,10,2249.087858
0.9725,11,2249.097713
0.9625,15,2249.111669
0.955,18,2249.127192
0.975,10,2249.136774
0.98,8,2249.142784
0.9625,15,2249.158664
0.965,14,2249.170652
0.965,14,2249.182436
0.97,12,2249.192488
0.9725,11,2249.203066
0.975,10,2249.213147
0.9475,21,2249.232705
0.9625,15,2249.247782
0.9575,17,2249.262562
0.965,14,2249.274606
0.9675,13,2249.288222
0.975,10,2249.298334
0.97,12,2249.310942
0.97,12,2249.321466
0.96,16,2249.336137
0.9625,15,2249.350348
0.93,28,2252.308772
0.9675,13,2252.320641
0.9675,13,2252.332339
0.965,14,2252.34531
0.9725,11,2252.355474
0.9675,13,2252.368643
0.9675,13,2252.381258
0.9725,11,2252.391842
0.96,16,2252.406525
0.965,14,2252.419431
0.9775,9,2252.427826
0.96,16,2252.441622
0.975,10,2252.450772
0.9525,19,2252.46824
0.965,14,2252.481452
0.9625,15,2252.493997
0.975,10,2252.504412
0.97,12,2252.514134
0.9625,15,2252.528374
0.9775,9,2252.536992
0.975,10,2252.546614
0.9675,13,2252.557576
0.9575,17,2252.572658
0.97,12,2252.584361
0.9725,11,2252.592897
0.97,12,2252.60438
0.9625,15,2252.617498
0.9725,11,2252.627226
0.965,14,2252.639698
0.9675,13,2252.651936
0.9675,13,2252.665149
0.9625,15,2252.679667
0.9625,15,2252.69331
0.97,12,2252.704256
0.975,10,2252.714279
0.97,12,2252.725415
0.9775,9,2252.732605
0.9675,13,2252.745155
0.975,10,2252.754278
0.9625,15,2252.767793
0.9675,13,2252.779722
0.9375,25,2252.802185
0.975,10,2252.811593
0.9775,9,2252.819244
0.9725,11,2252.828589
0.9625,15,2252.842565
0.9675,13,2252.852571
0.9575,17,2252.869133
0.9725,11,2252.879357
0.97,12,2252.889695
0.9775,9,2252.898304
0.96,16,2252.91236
0.96,16,2252.92758
0.97,12,2252.938192
0.9775,9,2252.947032
0.9625,15,2252.960586
0.9675,13,2252.972624
0.9725,11,2252.982431
0.9525,19,2252.999583
0.965,14,2253.01263
0.9725,11,2253.022386
0.9725,11,2253.032546
0.9625,15,2253.047039
0.97,12,2253.057363
0.975,10,2253.06651
0.97,12,2253.07734
0.9625,15,2253.091627
0.97,12,2253.102647
0.9725,11,2253.112658
0.9725,11,2253.122238
0.97,12,2253.132639
0.97,12,2253.144298
0.9575,17,2253.160538
0.9775,9,2253.167403
0.97,12,2253.178792
0.9725,11,2253.188771
0.975,10,2253.197311
0.9675,13,2253.209827
0.9725,11,2253.219632
0.975,10,2253.246318
0.97,12,2253.259937
0.9625,15,2253.272654
0.96,16,2253.288207
0.9575,17,2253.304229
0.97,12,2253.314226
0.9725,11,2253.325334
0.9625,15,2253.337682
0.975,10,2253.347256
0.97,12,2253.358788
0.9725,11,2253.370106
0.97,12,2253.381462
0.975,10,2253.391118
0.975,10,2253.399662
0.9775,9,2253.40726
0.975,10,2253.416636
0.97,12,2253.427249
0.9675,13,2253.438871
0.965,14,2253.452528
0.9675,13,2253.465434
0.9525,19,2253.482631
0.97,12,2253.495168
0.9725,11,2253.504411
0.97,12,2253.515358
0.98,8,2253.523263
0.97,12,2253.534296
0.9475,21,2253.553363
0.98,8,2253.560364
0.9775,9,2253.567665
0.9775,9,2253.577733
0.9675,13,2253.589586
0.97,12,2253.599716
0.9675,13,2253.612285
0.9525,19,2253.628756
0.9675,13,2253.640487
0.96,16,2253.655123
0.9725,11,2253.665178
0.9675,13,2253.679171
0.9725,11,2253.689193
0.9625,15,2253.70315
0.965,14,2253.716221
0.975,10,2253.725748
0.9675,13,2253.738429
0.9575,17,2253.753974
0.9725,11,2253.764022
0.96,16,2253.779783
0.9675,13,2253.790816
0.965,14,2253.804024
0.9725,11,2253.814953
0.975,10,2253.824296
0.975,10,2253.832659
0.965,14,2253.845657
0.9675,13,2253.857267
0.9725,11,2253.866943
0.9525,19,2253.884071
0.9675,13,2253.895325
0.9675,13,2253.906936
0.9775,9,2253.916051
0.955,18,2253.931738
0.9675,13,2253.942642
0.9675,13,2253.954315
0.965,14,2253.968692
0.97,12,2253.979348
0.97,12,2253.989835
0.9575,17,2254.005179
0.9725,11,2254.015439
0.9675,13,2254.029384
0.97,12,2254.041701
0.9625,15,2254.055272
0.965,14,2254.067719
0.9725,11,2254.077964
0.9675,13,2254.090188
0.9775,9,2254.098448
0.9675,13,2254.11134
0.94,24,2254.132554
0.975,10,2254.140417
0.965,14,2254.154013
0.9625,15,2254.186187
0.9625,15,2254.200611
0.9575,17,2257.166095
0.9675,13,2257.177555
0.98,8,2257.185104
0.975,10,2257.193964
0.965,14,2257.206283
0.9725,11,2257.216333
0.975,10,2257.225474
0.9725,11,2257.235248
0.9625,15,2257.248752
0.97,12,2257.260655
0.9575,17,2257.274995
0.965,14,2257.288134
0.9675,13,2257.299298
0.9625,15,2257.31259
0.965,14,2257.326111
0.98,8,2257.333114
0.975,10,2257.341407
0.9675,13,2257.354274
0.975,10,2257.365301
0.96,16,2257.379732
0.9725,11,2257.389895
0.965,14,2257.402687
0.9675,13,2257.414217
0.9725,11,2257.424186
0.9725,11,2257.434379
0.975,10,2257.442726
0.975,10,2257.453017
0.94,24,2257.47281
0.9625,15,2257.487562
0.9675,13,2257.500107
0.975,10,2257.508813
0.955,18,2257.525793
0.97,12,2257.536844
0.965,14,2257.549829
0.9675,13,2257.560595
0.97,12,2257.570603
0.975,10,2257.580666
0.9625,15,2257.594243
0.9675,13,2257.606679
0.975,10,2257.616686
0.9625,15,2257.630533
0.975,10,2257.639451
0.9725,11,2257.648184
0.965,14,2257.661267
0.9675,13,2257.672683
0.9725,11,2257.689596
0.9625,15,2257.702681
0.9725,11,2257.712536
0.9525,19,2257.729574
0.9725,11,2257.740472
0.975,10,2257.749705
0.9575,17,2257.765486
0.96,16,2257.779232
0.9675,13,2257.791104
0.9675,13,2257.802425
0.97,12,2257.814298
0.975,10,2257.823323
0.9625,15,2257.836585
0.965,14,2257.848379
0.96,16,2257.862255
0.9575,17,2257.878548
0.965,14,2257.890568
0.9625,15,2257.904131
0.965,14,2257.917354
0.945,22,2257.93746
0.9625,15,2257.951192
0.97,12,2257.961388
0.96,16,2257.975403
0.975,10,2257.985268
0.9675,13,2257.996925
0.9775,9,2258.004434
0.97,12,2258.016504
0.9775,9,2258.024013
0.975,10,2258.034055
0.95,20,2258.069605
0.9625,15,2258.084154
0.9625,15,2258.099676
0.97,12,2258.11276
0.98,8,2258.120424
0.9325,27,2258.146195
0.9525,19,2258.162903
0.9675,13,2258.175048
0.975,10,2258.185143
0.9675,13,2258.196571
0.9775,9,2258.204158
0.9675,13,2258.21771
0.965,14,2258.229712
0.965,14,2258.242562
0.9575,17,2258.258367
0.9625,15,2258.273077
0.97,12,2258.283998
0.97,12,2258.294016
0.9475,21,2258.314436
0.9675,13,2258.327493
0.9725,11,2258.338054
0.96,16,2258.352298
0.975,10,2258.361599
0.9725,11,2258.371695
0.975,10,2258.382255
0.96,16,2258.398641
0.97,12,2258.40857
0.97,12,2258.420123
0.97,12,2258.430717
0.93,28,2258.456689
0.9775,9,2258.465266
0.9525,19,2258.482559
0.9725,11,2258.492485
0.9625,15,2258.505048
0.9725,11,2258.515579
0.9725,11,2258.526111
0.9725,11,2258.536528
0.9575,17,2258.552632
0.965,14,2258.566181
0.9675,13,2258.577641
0.955,18,2258.592511
0.975,10,2258.601717
0.97,12,2258.612335
0.945,22,2258.632772
0.9725,11,2258.643413
0.9675,13,2258.656349
0.9675,13,2258.669233
0.97,12,2258.680455
0.9625,15,2258.693975
0.9625,15,2258.706904
0.9725,11,2258.717569
0.9725,11,2258.727084
0.9675,13,2258.73838
0.965,14,2258.751863
0.97,12,2258.762542
0.92,32,2258.790336
0.955,18,2258.807022
0.97,12,2258.818473
0.97,12,2258.828308
0.9775,9,2258.836825
0.9675,13,2258.848403
0.9575,17,2258.864001
0.9675,13,2258.876328
0.975,10,2258.885345
0.9725,11,2258.895742
0.975,10,2258.904274
0.9675,13,2258.916435
0.9775,9,2258.925765
0.9775,9,2258.934295
0.9675,13,2258.946415
0.97,12,2258.959592
0.9725,11,2258.970148
0.9725,11,2258.979662
0.9525,19,2258.998159
0.9625,15,2259.029441
0.955,18,2259.047344
0.975,10,2259.056749
0.9625,15,2259.071343
0.9725,11,2259.081861
0.9575,17,2262.028482
0.955,18,2262.045296
0.9775,9,2262.053252
0.9675,13,2262.065119
0.97,12,2262.075324
0.965,14,2262.088459
0.9525,19,2262.105446
0.9675,13,2262.117634
0.9625,15,2262.132345
0.9375,25,2262.155258
0.9775,9,2262.164423
0.9775,9,2262.172489
0.9725,11,2262.184084
0.9725,11,2262.194004
0.9625,15,2262.207715
0.9775,9,2262.216425
0.9725,11,2262.226679
0.96,16,2262.241099
0.9775,9,2262.248676
0.9675,13,2262.260388
0.965,14,2262.273988
0.9675,13,2262.286577
0.965,14,2262.298666
0.9625,15,2262.313355
0.97,12,2262.3241
0.97,12,2262.335163
0.9675,13,2262.347404
0.9675,13,2262.358416
0.9725,11,2262.369967
0.955,18,2262.386683
0.96,16,2262.402514
0.9575,17,2262.417483
0.9625,15,2262.432429
0.975,10,2262.440862
0.96,16,2262.455739
0.9675,13,2262.466704
0.9725,11,2262.477274
0.975,10,2262.485652
0.9675,13,2262.497223
0.97,12,2262.509129
0.955,18,2262.525294
0.955,18,2262.542675
0.97,12,2262.554189
0.9725,11,2262.564204
0.9675,13,2262.576428
0.9675,13,2262.588126
0.97,12,2262.599864
0.96,16,2262.612637
0.975,10,2262.622546
0.9675,13,2262.634098
0.965,14,2262.648135
0.975,10,2262.657666
0.965,14,2262.671599
0.9725,11,2262.683178
0.9725,11,2262.692697
0.9775,9,2262.7016
0.9625,15,2262.715424
0.96,16,2262.731375
0.96,16,2262.746588
0.975,10,2262.755621
0.975,10,2262.765193
0.975,10,2262.775199
0.9775,9,2262.78263
0.96,16,2262.798332
0.97,12,2262.809809
0.9675,13,2262.821374
0.98,8,2262.828653
0.97,12,2262.839597
0.9775,9,2262.848176
0.9775,9,2262.856301
0.97,12,2262.86736
0.96,16,2262.899625
0.9725,11,2262.91016
0.97,12,2262.921305
0.9575,17,2262.937382
0.965,14,2262.950806
0.97,12,2262.962326
0.975,10,2262.971852
0.975,10,2262.980417
0.9675,13,2262.992876
0.945,22,2263.012702
0.97,12,2263.023066
0.97,12,2263.034149
0.97,12,2263.04521
0.975,10,2263.055166
0.955,18,2263.071527
0.9625,15,2263.084255
0.975,10,2263.092764
0.97,12,2263.104283
0.97,12,2263.114311
0.9725,11,2263.137254
0.9725,11,2263.146803
0.955,18,2263.163429
0.975,10,2263.171829
0.97,12,2263.182217
0.97,12,2263.192729
0.96,16,2263.207715
0.975,10,2263.217595
0.975,10,2263.22736
0.965,14,2263.240272
0.9625,15,2263.25277
0.9625,15,2263.267174
0.9725,11,2263.277385
0.955,18,2263.294085
0.975,10,2263.3021
0.9625,15,2263.315342
0.965,14,2263.329355
0.96,16,2263.344374
0.965,14,2263.356601
0.97,12,2263.369673
0.975,10,2263.377678
0.9575,17,2263.393259
0.9675,13,2263.406637
0.9675,13,2263.417609
0.9725,11,2263.428284
0.955,18,2263.445302
0.965,14,2263.458352
0.97,12,2263.469425
0.97,12,2263.48
0.955,18,2263.49847
0.965,14,2263.511411
0.9725,11,2263.52164
0.9625,15,2263.536101
0.965,14,2263.550138
0.98,8,2263.557596
0.97,12,2263.568414
0.9675,13,2263.580781
0.975,10,2263.589596
0.9725,11,2263.600269
0.9725,11,2263.610257
0.965,14,2263.624098
0.965,14,2263.637857
0.97,12,2263.649713
0.9575,17,2263.664178
0.9625,15,2263.67913
0.9675,13,2263.691489
0.97,12,2263.701392
0.975,10,2263.711913
0.9525,19,2263.729503
0.975,10,2263.738154
0.98,8,2263.746847
0.975,10,2263.755385
0.96,16,2263.768692
0.97,12,2263.780673
0.9725,11,2263.790711
0.9675,13,2263.80271
0.975,10,2263.812759
0.9675,13,2263.824332
0.955,18,2263.859647
0.96,16,2263.876929
0.965,14,2263.889699
0.975,10,2263.900664
0.9625,15,2263.914371
0.97,12,2263.926499
0.965,14,2263.938501
0.9725,11,2263.949022
0.965,14,2263.962089
0.98,8,2263.969617
0.975,10,2266.90538
0.9675,13,2266.916912
0.975,10,2266.926289
0.9725,11,2266.936458
0.9525,19,2266.95307
0.9675,13,2266.965095
0.9725,11,2266.975112
0.9775,9,2266.982474
0.97,12,2266.993427
0.965,14,2267.005421
0.97,12,2267.015719
0.9725,11,2267.026612
0.935,26,2267.050807
0.9775,9,2267.059332
0.96,16,2267.073354
0.96,16,2267.087419
0.975,10,2267.096866
0.9675,13,2267.108666
0.975,10,2267.117187
0.9775,9,2267.125667
0.9725,11,2267.135158
0.97,12,2267.146268
0.9725,11,2267.156786
0.975,10,2267.165333
0.9725,11,2267.176661
0.9675,13,2267.188676
0.9725,11,2267.198441
0.97,12,2267.209488
0.965,14,2267.223289
0.97,12,2267.234287
0.945,22,2267.255763
0.9675,13,2267.267568
0.97,12,2267.279266
0.965,14,2267.291372
0.965,14,2267.30441
0.98,8,2267.311788
0.97,12,2267.322626
0.97,12,2267.33251
0.9675,13,2267.345161
0.9725,11,2267.354976
0.965,14,2267.367239
0.9725,11,2267.376726
0.965,14,2267.389118
0.935,26,2267.412232
0.9575,17,2267.427536
0.9625,15,2267.440629
0.97,12,2267.452546
0.9725,11,2267.463168
0.96,16,2267.477609
0.96,16,2267.492473
0.9625,15,2267.505234
0.9775,9,2267.514192
0.9725,11,2267.524194
0.9775,9,2267.532274
0.9625,15,2267.546831
0.9575,17,2267.564436
0.9575,17,2267.578531
0.96,16,2267.593274
0.9625,15,2267.607447
0.975,10,2267.616183
0.9725,11,2267.626715
0.975,10,2267.63524
0.955,18,2267.651462
0.9675,13,2267.663178
0.9775,9,2267.671839
0.9725,11,2267.681573
0.975,10,2267.690372
0.975,10,2267.699605
0.915,34,2267.74937
0.9675,13,2267.760997
0.97,12,2267.772858
0.965,14,2267.785212
0.9625,15,2267.799277
0.9775,9,2267.807663
0.9675,13,2267.819609
0.9725,11,2267.829296
0.97,12,2267.839918
0.975,10,2267.848736
0.9575,17,2267.864381
0.9675,13,2267.875783
0.975,10,2267.88426
0.9575,17,2267.901572
0.9775,9,2267.910117
0.97,12,2267.92174
0.965,14,2267.934066
0.9775,9,2267.943173
0.955,18,2267.959095
0.9675,13,2267.971312
0.9725,11,2267.981255
0.9625,15,2267.994484
0.9625,15,2268.007899
0.9725,11,2268.018635
0.9675,13,2268.030788
0.96,16,2268.045308
0.9775,9,2268.054311
0.9725,11,2268.064049
0.965,14,2268.07603
0.965,14,2268.089217
0.9775,9,2268.097755
0.965,14,2268.110715
0.9525,19,2268.127791
0.9675,13,2268.139914
0.9475,21,2268.159712
0.975,10,2268.169673
0.9675,13,2268.182297
0.97,12,2268.192825
0.9625,15,2268.206886
0.9325,27,2268.23193
0.965,14,2268.245045
0.9675,13,2268.257147
0.9725,11,2268.267313
0.965,14,2268.280619
0.9775,9,2268.288188
0.9725,11,2268.298692
0.9625,15,2268.312994
0.9675,13,2268.325136
0.96,16,2268.339058
0.965,14,2268.351998
0.965,14,2268.364037
0.975,10,2268.372479
0.96,16,2268.388411
0.96,16,2268.402305
0.9675,13,2268.414237
0.9575,17,2268.430746
0.95,20,2268.44914
0.9675,13,2268.460081
0.9625,15,2268.474357
0.9575,17,2268.490198
0.97,12,2268.501837
0.9775,9,2268.510675
0.97,12,2268.521672
0.9625,15,2268.535176
0.97,12,2268.546728
0.975,10,2268.555273
0.96,16,2268.571718
0.975,10,2268.581692
0.97,12,2268.592505
0.97,12,2268.604021
0.9675,13,2268.616331
0.96,16,2268.63184
0.9625,15,2268.660978
0.975,10,2268.673445
0.97,12,2268.685174
0.975,10,2268.694174
0.9675,13,2268.706741
0.9675,13,2268.718752
0.9675,13,2268.731313
0.97,12,2268.74187
0.97,12,2268.752484
0.9775,9,2268.760849
0.9725,11,2268.771462
0.965,14,2268.784912
0.965,14,2268.797816
0.9625,15,2268.811711
0.9675,13,2271.790543
0.9775,9,2271.798506
0.975,10,2271.807404
0.9675,13,2271.82
0.97,12,2271.830521
0.975,10,2271.839928
0.975,10,2271.849761
0.9525,19,2271.866422
0.9775,9,2271.874425
0.97,12,2271.884919
0.97,12,2271.89667
0.9725,11,2271.905672
0.975,10,2271.91515
0.9725,11,2271.925695
0.9575,17,2271.940237
0.97,12,2271.951757
0.9725,11,2271.960725
0.97,12,2271.972334
0.97,12,2271.982986
0.9625,15,2271.995184
0.9675,13,2272.007637
0.9675,13,2272.019181
0.9625,15,2272.032816
0.97,12,2272.043342
0.96,16,2272.057348
0.9675,13,2272.068829
0.97,12,2272.079769
0.965,14,2272.092877
0.9725,11,2272.101847
0.96,16,2272.116182
0.965,14,2272.12868
0.9575,17,2272.145257
0.9625,15,2272.158891
0.96,16,2272.172641
0.9675,13,2272.18423
0.96,16,2272.199234
0.975,10,2272.208399
0.96,16,2272.22276
0.9625,15,2272.236163
0.965,14,2272.249804
0.975,10,2272.258667
0.97,12,2272.26972
0.9625,15,2272.282618
0.975,10,2272.292188
0.96,16,2272.306164
0.96,16,2272.321168
0.975,10,2272.330777
0.9675,13,2272.342524
0.9625,15,2272.355785
0.9725,11,2272.366655
0.97,12,2272.377193
0.9575,17,2272.391733
0.97,12,2272.404322
0.9725,11,2272.414044
0.965,14,2272.427646
0.9725,11,2272.437669
0.975,10,2272.446254
0.9575,17,2272.462548
0.9625,15,2272.476781
0.97,12,2272.487614
0.97,12,2272.497614
0.975,10,2272.506727
0.965,14,2272.519361
0.9725,11,2272.528903
0.9775,9,2272.536812
0.975,10,2272.56439
0.965,14,2272.576368
0.965,14,2272.590403
0.965,14,2272.605481
0.965,14,2272.619683
0.9625,15,2272.632756
0.9725,11,2272.644033
0.9675,13,2272.65823
0.97,12,2272.678384
0.9825,7,2272.685447
0.94,24,2272.707186
0.96,16,2272.721621
0.975,10,2272.730587
0.9675,13,2272.741653
0.9725,11,2272.754189
0.9725,11,2272.763359
0.965,14,2272.776602
0.9525,19,2272.792825
0.975,10,2272.802381
0.965,14,2272.814303
0.9725,11,2272.824175
0.97,12,2272.836164
0.975,10,2272.845186
0.975,10,2272.854247
0.97,12,2272.865358
0.975,10,2272.873369
0.9425,23,2272.894361
0.97,12,2272.906681
0.955,18,2272.922522
0.965,14,2272.935521
0.965,14,2272.948754
0.98,8,2272.955297
0.9725,11,2272.965475
0.9575,17,2272.980534
0.965,14,2272.993184
0.9725,11,2273.003234
0.975,10,2273.012621
0.9675,13,2273.025134
0.96,16,2273.040189
0.975,10,2273.048503
0.955,18,2273.065238
0.9675,13,2273.077608
0.96,16,2273.092174
0.975,10,2273.101064
0.9725,11,2273.111267
0.975,10,2273.121207
0.96,16,2273.135658
0.97,12,2273.145254
0.9725,11,2273.156532
0.965,14,2273.1691
0.9575,17,2273.185431
0.975,10,2273.194269
0.975,10,2273.203315
0.9625,15,2273.217609
0.975,10,2273.226573
0.9725,11,2273.236421
0.965,14,2273.249757
0.9725,11,2273.259691
0.95,20,2273.277792
0.975,10,2273.287279
0.9725,11,2273.296983
0.97,12,2273.308768
0.9675,13,2273.320684
0.975,10,2273.330437
0.965,14,2273.34225
0.9625,15,2273.356346
0.9725,11,2273.36669
0.975,10,2273.375223
0.97,12,2273.386607
0.975,10,2273.396606
0.98,8,2273.402625
0.9725,11,2273.413282
0.9625,15,2273.427606
0.965,14,2273.440428
0.9675,13,2273.452639
0.9675,13,2273.465451
0.9575,17,2273.481888
0.9525,19,2273.52027
0.975,10,2273.530341
0.9725,11,2273.54086
0.96,16,2273.556582
0.9675,13,2273.570403
0.9725,11,2273.58178
0.9675,13,2273.592715
0.975,10,2273.602412
0.975,10,2273.612089
0.97,12,2273.62314
0.9625,15,2273.638098
0.975,10,2273.647292
0.975,10,2273.655406
0.9625,15,2273.670793
0.975,10,2273.679699
0.9725,11,2273.69054
0.9675,13,2273.70312
0.9675,13,2273.714329
0.9625,15,2276.689812
0.9525,19,2276.707343
0.9675,13,2276.719026
0.9725,11,2276.729307
0.9675,13,2276.741393
0.96,16,2276.755701
0.975,10,2276.776786
0.9675,13,2276.788615
0.9725,11,2276.799174
0.9375,25,2276.824076
0.9525,19,2276.841513
0.9575,17,2276.85716
0.945,22,2276.876223
0.97,12,2276.887576
0.975,10,2276.89659
0.9725,11,2276.90615
0.9625,15,2276.919717
0.975,10,2276.928595
0.98,8,2276.936118
0.975,10,2276.945328
0.9575,17,2276.960297
0.96,16,2276.974078
0.9775,9,2276.982211
0.97,12,2276.992578
0.975,10,2277.00189
0.97,12,2277.013768
0.955,18,2277.029627
0.97,12,2277.041522
0.97,12,2277.052201
0.965,14,2277.065422
0.98,8,2277.072648
0.97,12,2277.084186
0.9725,11,2277.093262
0.9775,9,2277.104254
0.9775,9,2277.112637
0.9725,11,2277.121544
0.94,24,2277.144403
0.965,14,2277.156658
0.955,18,2277.175538
0.9675,13,2277.187391
0.9675,13,2277.200119
0.965,14,2277.213193
0.9675,13,2277.227272
0.9675,13,2277.238793
0.97,12,2277.249727
0.9625,15,2277.264191
0.97,12,2277.27544
0.9625,15,2277.290625
0.965,14,2277.304278
0.96,16,2277.31886
0.9725,11,2277.328637
0.965,14,2277.341415
0.9725,11,2277.352073
0.9775,9,2277.361474
0.9725,11,2277.371322
0.955,18,2277.388191
0.9725,11,2277.398732
0.97,12,2277.408882
0.9675,13,2277.421238
0.96,16,2277.453329
0.9775,9,2277.462617
0.965,14,2277.475282
0.915,34,2277.507174
0.9725,11,2277.517282
0.97,12,2277.527431
0.955,18,2277.544449
0.9525,19,2277.564082
0.9625,15,2277.578094
0.9725,11,2277.58725
0.97,12,2277.598787
0.9725,11,2277.608555
0.9575,17,2277.624352
0.9775,9,2277.632863
0.9575,17,2277.648753
0.9575,17,2277.664447
0.9575,17,2277.680314
0.965,14,2277.692669
0.97,12,2277.704111
0.965,14,2277.71539
0.975,10,2277.72515
0.975,10,2277.73415
0.975,10,2277.742829
0.96,16,2277.757721
0.97,12,2277.768703
0.945,22,2277.790391
0.965,14,2277.802685
0.9625,15,2277.81553
0.9575,17,2277.832166
0.97,12,2277.842769
0.965,14,2277.856466
0.975,10,2277.865564
0.965,14,2277.877641
0.9725,11,2277.887228
0.965,14,2277.900751
0.965,14,2277.914165
0.9725,11,2277.925433
0.9625,15,2277.938671
0.9675,13,2277.949464
0.96,16,2277.964601
0.9725,11,2277.97549
0.9675,13,2277.987554
0.9625,15,2278.002072
0.9775,9,2278.010645
0.9775,9,2278.019336
0.9575,17,2278.034295
0.965,14,2278.047606
0.975,10,2278.057473
0.97,12,2278.067895
0.97,12,2278.078505
0.9675,13,2278.090018
0.9725,11,2278.100238
0.965,14,2278.11267
0.9725,11,2278.124149
0.965,14,2278.136557
0.9625,15,2278.149806
0.97,12,2278.160698
0.98,8,2278.167799
0.965,14,2278.179578
0.96,16,2278.194359
0.9675,13,2278.205361
0.975,10,2278.215337
0.97,12,2278.226783
0.97,12,2278.237712
0.9625,15,2278.251384
0.9675,13,2278.262583
0.9675,13,2278.274152
0.955,18,2278.2915
0.965,14,2278.304231
0.9675,13,2278.315734
0.965,14,2278.329255
0.9625,15,2278.341552
0.97,12,2278.353023
0.98,8,2278.35965
0.97,12,2278.388906
0.96,16,2278.403964
0.975,10,2278.413252
0.975,10,2278.42262
0.965,14,2278.435233
0.9725,11,2278.446412
0.965,14,2278.459881
0.97,12,2278.471435
0.975,10,2278.482467
0.96,16,2278.498127
0.975,10,2278.509964
0.9575,17,2278.526608
0.97,12,2278.538682
0.97,12,2278.551562
0.9475,21,2278.570381
0.9675,13,2278.582699
0.955,18,2278.598726
0.9725,11,2278.609382
0.9675,13,2278.621916
0.965,14,2278.635083
0.9675,13,2281.597787
0.97,12,2281.609351
0.975,10,2281.618768
0.9675,13,2281.630784
0.9725,11,2281.64174
0.9625,15,2281.655552
0.98,8,2281.661935
0.97,12,2281.673361
0.955,18,2281.689497
0.98,8,2281.696516
0.97,12,2281.70778
0.97,12,2281.718333
0.975,10,2281.72654
0.97,12,2281.738264
0.965,14,2281.751674
0.9725,11,2281.762684
0.965,14,2281.775362
0.965,14,2281.787609
0.965,14,2281.800646
0.975,10,2281.808704
0.965,14,2281.822707
0.965,14,2281.838353
0.97,12,2281.849869
0.9625,15,2281.862666
0.965,14,2281.875371
0.955,18,2281.891754
0.98,8,2281.898679
0.965,14,2281.9102
0.97,12,2281.92163
0.97,12,2281.931252
0.9775,9,2281.939675
0.975,10,2281.949244
0.9675,13,2281.960679
0.955,18,2281.978436
0.975,10,2281.987665
0.955,18,2282.002563
0.9675,13,2282.015186
0.9725,11,2282.025488
0.97,12,2282.03622
0.9775,9,2282.045302
0.975,10,2282.054072
0.97,12,2282.064174
0.97,12,2282.076263
0.9675,13,2282.088375
0.9675,13,2282.10082
0.9725,11,2282.110288
0.9775,9,2282.118312
0.955,18,2282.134287
0.9725,11,2282.145091
0.9625,15,2282.157761
0.97,12,2282.169481
0.9725,11,2282.179514
0.97,12,2282.190146
0.97,12,2282.201509
0.9775,9,2282.213024
0.97,12,2282.22328
0.97,12,2282.234453
0.975,10,2282.242708
0.975,10,2282.252651
0.9675,13,2282.264185
0.9625,15,2282.296209
0.9675,13,2282.309708
0.97,12,2282.321242
0.975,10,2282.330219
0.9775,9,2282.340645
0.9725,11,2282.350333
0.97,12,2282.361473
0.975,10,2282.370102
0.9775,9,2282.378198
0.9625,15,2282.391727
0.9775,9,2282.399729
0.975,10,2282.408422
0.97,12,2282.418896
0.975,10,2282.427708
0.9625,15,2282.441429
