#{"t_start": 1706610538.8116398, "env_id": "MiniGrid-DoorKey-6x6-v0"}
r,l,t
0.925,30,293.915083
0.95,20,293.934334
0.97,12,293.946538
0.9675,13,293.957334
0.89,44,294.011756
0.95,20,294.029858
0.9475,21,294.049205
0.915,34,294.0802
0.945,22,294.100357
0.96,16,294.115207
0.9225,31,294.143644
0.96,16,294.158334
0.95,20,294.17535
0.92,32,294.202968
0.9675,13,294.216263
0.955,18,294.231805
0.9675,13,294.244199
0.9575,17,294.258835
0.92,32,294.289951
0.9475,21,294.309854
0.97,12,294.320432
0.9625,15,294.334116
0.975,10,294.342996
0.87,52,294.387817
0.9625,15,294.401879
0.9425,23,294.424119
0.95,20,294.440492
0.9375,25,294.465281
0.9725,11,294.474251
0.975,10,294.484093
0.9575,17,294.499171
0.9725,11,294.50873
0.9625,15,294.521766
0.9625,15,294.53732
0.9625,15,294.550341
0.9675,13,294.561963
0.9625,15,294.575499
0.9675,13,294.587511
0.945,22,297.839376
0.9675,13,297.850725
0.95,20,297.871721
0.975,10,297.880251
0.9475,21,297.900331
0.9475,21,297.918315
0.96,16,297.932591
0.9425,23,297.954957
0.965,14,297.966589
0.9525,19,297.98393
0.97,12,297.994611
0.945,22,298.012998
0.96,16,298.028023
0.96,16,298.044767
0.96,16,298.059472
0.9625,15,298.072865
0.9425,23,298.093181
0.945,22,298.114347
0.9725,11,298.136523
0.9125,35,298.168567
0.9625,15,298.182842
0.9725,11,298.193461
0.9575,17,298.209173
0.9625,15,298.224065
0.935,26,298.247919
0.9725,11,298.259204
0.9575,17,298.276176
0.945,22,298.297465
0.87,52,298.345833
0.95,20,298.364271
0.945,22,298.384358
0.9725,11,298.394036
0.9625,15,298.408599
0.9525,19,298.425416
0.8925,43,298.46215
0.95,20,298.480197
0.9625,15,298.494225
0.9675,13,298.505942
0.91,36,298.536941
0.955,18,298.554742
0.935,26,298.577322
0.9725,11,298.587024
0.975,10,298.597345
0.965,14,298.609574
0.945,22,298.630196
0.9675,13,298.644073
0.9425,23,298.663023
0.9575,17,298.678412
0.97,12,298.689078
0.835,66,298.748568
0.955,18,298.764714
0.89,44,298.80279
0.9625,15,298.81699
0.775,90,298.894743
0.97,12,298.905194
0.9775,9,298.913811
0.9475,21,298.930971
0.8475,61,298.985234
0.9575,17,299.001913
0.9375,25,299.024017
0.9225,31,299.056554
0.9475,21,299.075984
0.965,14,299.089742
0.9375,25,299.112854
0.9525,19,299.130467
0.96,16,299.145449
0.9725,11,299.154831
0.96,16,299.169562
0.9625,15,299.183001
0.9675,13,299.194216
0.9175,33,299.224484
0.965,14,299.236376
0.905,38,299.270007
0.965,14,299.283624
0.105,358,299.598375
0.96,16,299.612816
0.8975,41,299.649886
0.95,20,299.667426
0.9675,13,299.678375
0.96,16,299.6929
0.95,20,302.998217
0.9275,29,303.024197
0.9475,21,303.044064
0.945,22,303.0641
0.9675,13,303.075026
0.9525,19,303.092673
0.94,24,303.113852
0.96,16,303.127154
0.9575,17,303.141973
0.97,12,303.152749
0.92,32,303.18278
0.9575,17,303.198345
0.9575,17,303.212922
0.9625,15,303.229235
0.96,16,303.245338
0.94,24,303.266864
0.925,30,303.293347
0.9625,15,303.308116
0.97,12,303.326777
0.9275,29,303.35362
0.98,8,303.360826
0.965,14,303.373859
0.97,12,303.384268
0.9625,15,303.398191
0.9725,11,303.407786
0.9475,21,303.426325
0.9725,11,303.436079
0.9625,15,303.450282
0.9575,17,303.465303
0.8925,43,303.504102
0.97,12,303.514699
0.94,24,303.535365
0.9575,17,303.550472
0.955,18,303.567362
0.91,36,303.600115
0.955,18,303.618251
0.9475,21,303.636514
0.9775,9,303.644724
0.9625,15,303.659376
0.965,14,303.673138
0.97,12,303.683792
0.945,22,303.703944
0.9175,33,303.733396
0.935,26,303.757322
0.9475,21,303.777871
0.9575,17,303.793216
0.9525,19,303.810778
0.97,12,303.821685
0.9675,13,303.835119
0.9525,19,303.851823
0.965,14,303.864255
0.9675,13,303.876149
0.9375,25,303.899516
0.945,22,303.918955
0.965,14,303.93045
0.96,16,303.945368
0.96,16,303.959768
0.88,48,304.001719
0.945,22,304.020861
0.9425,23,304.042701
0.96,16,304.057251
0.965,14,304.069137
0.975,10,304.078087
0.975,10,304.087987
0.955,18,304.103067
0.9525,19,304.120661
0.955,18,304.136264
0.9625,15,304.153152
0.955,18,304.169802
0.9675,13,304.183065
0.9325,27,304.207201
0.9,40,304.244238
0.9725,11,304.254005
0.935,26,304.278777
0.9625,15,304.293031
0.97,12,304.304994
0.975,10,304.314561
0.9625,15,304.327304
0.955,18,304.343294
0.96,16,304.357144
0.9675,13,304.369819
0.9525,19,304.387065
0.9525,19,304.403366
0.93,28,304.428955
0.94,24,304.450278
0.8425,63,304.504661
0.9675,13,304.51637
0.9625,15,304.529104
0.93,28,304.554407
0.9725,11,304.564204
0.9475,21,304.583905
0.955,18,304.60206
0.95,20,304.620473
0.965,14,304.634342
0.955,18,304.649822
0.9675,13,304.662807
0.9325,27,304.687773
0.965,14,304.700766
0.93,28,304.727421
0.9425,23,304.749894
0.92,32,304.778687
0.9525,19,304.795933
0.9625,15,304.809571
0.9375,25,304.830438
0.93,28,304.855557
0.9675,13,308.151617
0.96,16,308.166065
0.955,18,308.181762
0.9125,35,308.213203
0.965,14,308.225319
0.95,20,308.245305
0.9575,17,308.262585
0.955,18,308.278916
0.945,22,308.300912
0.955,18,308.316141
0.965,14,308.330023
0.945,22,308.362182
0.9525,19,308.379984
0.9525,19,308.399398
0.9125,35,308.432063
0.9625,15,308.445276
0.98,8,308.452646
0.9725,11,308.46224
0.9325,27,308.48502
0.95,20,308.50388
0.9525,19,308.522022
0.9775,9,308.530072
0.93,28,308.554435
0.93,28,308.579963
0.91,36,308.613558
0.9275,29,308.639804
0.9625,15,308.653575
0.9675,13,308.665262
0.96,16,308.679916
0.955,18,308.695311
0.965,14,308.707891
0.9775,9,308.717011
0.97,12,308.727592
0.9475,21,308.746288
0.9575,17,308.762111
0.9275,29,308.79042
0.9675,13,308.804021
0.9725,11,308.813166
0.9475,21,308.833375
0.9475,21,308.852378
0.965,14,308.866354
0.97,12,308.877875
0.9525,19,308.894115
0.9525,19,308.910793
0.9675,13,308.921907
0.965,14,308.935393
0.97,12,308.946296
0.9575,17,308.960972
0.9675,13,308.97288
0.965,14,308.984906
0.97,12,308.996032
0.9725,11,309.006436
0.94,24,309.026424
0.935,26,309.050608
0.9625,15,309.064267
0.9525,19,309.080623
0.9725,11,309.090369
0.95,20,309.109175
0.92,32,309.138144
0.9475,21,309.155842
0.965,14,309.168598
0.955,18,309.184856
0.97,12,309.195511
0.9725,11,309.20664
0.91,36,309.240823
0.9775,9,309.249354
0.9575,17,309.264323
0.915,34,309.309045
0.9625,15,309.323137
0.9725,11,309.333909
0.97,12,309.344605
0.9475,21,309.364638
0.94,24,309.38582
0.9325,27,309.411053
0.92,32,309.440358
0.9625,15,309.453586
0.935,26,309.476002
0.96,16,309.4905
0.9225,31,309.519574
0.9575,17,309.534351
0.9475,21,309.552707
0.9425,23,309.572741
0.965,14,309.585396
0.9625,15,309.598015
0.9275,29,309.62492
0.935,26,309.646984
0.9625,15,309.661909
0.9625,15,309.676642
0.96,16,309.691906
0.975,10,309.700952
0.9175,33,309.730821
0.97,12,309.743116
0.9625,15,309.757331
0.955,18,309.773589
0.9475,21,309.792218
0.96,16,309.807717
0.975,10,309.81605
0.94,24,309.838405
0.97,12,309.848694
0.9725,11,309.858598
0.9625,15,309.874041
0.93,28,309.898413
0.95,20,309.916378
0.9775,9,309.925048
0.965,14,309.937034
0.965,14,309.948714
0.9725,11,309.958862
0.9575,17,309.974895
0.9425,23,309.997354
0.9625,15,310.011748
0.9375,25,310.034041
0.9525,19,313.307011
0.9525,19,313.325423
0.965,14,313.338186
0.9575,17,313.353092
0.975,10,313.36192
0.945,22,313.38166
0.94,24,313.404118
0.9675,13,313.414811
0.9525,19,313.432047
0.9175,33,313.475134
0.9325,27,313.500132
0.9725,11,313.51014
0.955,18,313.52777
0.96,16,313.541985
0.9225,31,313.570227
0.9075,37,313.602007
0.9625,15,313.616274
0.955,18,313.63182
0.93,28,313.658264
0.9625,15,313.672788
0.9675,13,313.685185
0.965,14,313.697415
0.9525,19,313.713841
0.9675,13,313.725037
0.9575,17,313.740032
0.945,22,313.760089
0.9575,17,313.774691
0.955,18,313.791045
0.9575,17,313.805722
0.9625,15,313.817733
0.9675,13,313.830213
0.955,18,313.847154
0.9425,23,313.870458
0.955,18,313.886313
0.95,20,313.904261
0.96,16,313.917968
0.9525,19,313.935214
0.96,16,313.950708
0.945,22,313.970054
0.965,14,313.982902
0.97,12,313.992874
0.96,16,314.007391
0.955,18,314.024304
0.9275,29,314.050743
0.955,18,314.067471
0.975,10,314.076003
0.9525,19,314.093067
0.96,16,314.107757
0.9525,19,314.125983
0.955,18,314.142802
0.92,32,314.170538
0.97,12,314.181898
0.965,14,314.195632
0.97,12,314.208321
0.95,20,314.239237
0.955,18,314.255623
0.9625,15,314.267889
0.9525,19,314.285899
0.935,26,314.310555
0.9525,19,314.328287
0.9425,23,314.348675
0.9475,21,314.367877
0.95,20,314.386192
0.9575,17,314.405889
0.9675,13,314.420625
0.9725,11,314.430223
0.965,14,314.444923
0.965,14,314.458695
0.9575,17,314.473756
0.98,8,314.481792
0.965,14,314.494054
0.975,10,314.503674
0.9425,23,314.525423
0.935,26,314.549161
0.9675,13,314.560338
0.97,12,314.572043
0.945,22,314.591975
0.9525,19,314.609127
0.95,20,314.628423
0.955,18,314.643911
0.95,20,314.661725
0.9625,15,314.674067
0.9425,23,314.694416
0.9225,31,314.722895
0.965,14,314.736153
0.965,14,314.748676
0.9775,9,314.756833
0.955,18,314.772984
0.955,18,314.789048
0.9575,17,314.804516
0.95,20,314.823731
0.955,18,314.839486
0.915,34,314.868597
0.975,10,314.878245
0.93,28,314.904143
0.9725,11,314.914846
0.935,26,314.938565
0.94,24,314.959481
0.9725,11,314.970217
0.9625,15,314.983917
0.93,28,315.010173
0.9475,21,315.029404
0.9425,23,315.052854
0.955,18,315.069022
0.9625,15,315.083272
0.9425,23,315.1041
0.9625,15,315.117724
0.96,16,315.133413
0.9375,25,315.156137
0.9475,21,315.176206
0.9475,21,315.194697
0.97,12,315.205327
0.9575,17,318.419299
0.9375,25,318.442229
0.97,12,318.451687
0.93,28,318.478298
0.9525,19,318.49476
0.97,12,318.505226
0.9525,19,318.539106
0.965,14,318.552252
0.945,22,318.573004
0.945,22,318.59381
0.9675,13,318.606999
0.9325,27,318.63293
0.9725,11,318.643333
0.9625,15,318.656497
0.9475,21,318.674163
0.96,16,318.688882
0.965,14,318.700425
0.955,18,318.718023
0.97,12,318.728508
0.93,28,318.75174
0.97,12,318.764282
0.9275,29,318.790079
0.9575,17,318.805317
0.945,22,318.824785
0.93,28,318.850109
0.945,22,318.87047
0.965,14,318.881822
0.9375,25,318.905462
0.9625,15,318.918435
0.97,12,318.930171
0.935,26,318.952914
0.9625,15,318.965486
0.9575,17,318.980945
0.9575,17,318.995336
0.965,14,319.008378
0.9575,17,319.0238
0.9625,15,319.036943
0.955,18,319.053307
0.9675,13,319.065289
0.9375,25,319.088002
0.91,36,319.121075
0.93,28,319.14701
0.93,28,319.173207
0.97,12,319.182927
0.9675,13,319.195343
0.9625,15,319.208929
0.9575,17,319.223913
0.91,36,319.257506
0.9375,25,319.279073
0.9675,13,319.290429
0.9525,19,319.309346
0.975,10,319.318892
0.9375,25,319.341012
0.9525,19,319.357579
0.965,14,319.370979
0.9675,13,319.382862
0.94,24,319.406253
0.94,24,319.428255
0.9675,13,319.439988
0.965,14,319.455594
0.96,16,319.470387
0.95,20,319.489108
0.9275,29,319.516464
0.9675,13,319.527313
0.9475,21,319.546292
0.9475,21,319.566629
0.9425,23,319.586493
0.965,14,319.598501
0.9575,17,319.614298
0.965,14,319.62709
0.9775,9,319.635484
0.93,28,319.660614
0.9225,31,319.69406
0.975,10,319.702074
0.955,18,319.718309
0.9475,21,319.737049
0.9675,13,319.748874
0.8725,51,319.794329
0.955,18,319.8099
0.895,42,319.848233
0.955,18,319.86523
0.97,12,319.875742
0.9475,21,319.895988
0.91,36,319.92748
0.955,18,319.944593
0.9675,13,319.955653
0.97,12,319.965866
0.945,22,319.984993
0.9575,17,320.000841
0.9625,15,320.014854
0.97,12,320.027206
0.9675,13,320.038978
0.96,16,320.053124
0.9725,11,320.062957
0.945,22,320.084257
0.9675,13,320.097363
0.9525,19,320.114212
0.8925,43,320.152752
0.9525,19,320.170085
0.965,14,320.182115
0.925,30,320.21019
0.955,18,320.227519
0.96,16,320.243003
0.935,26,320.266303
0.9575,17,320.282085
0.9575,17,323.52076
0.9625,15,323.532969
0.9425,23,323.554004
0.9575,17,323.569264
0.975,10,323.578871
0.96,16,323.595047
0.88,48,323.640419
0.9575,17,323.65526
0.975,10,323.666288
0.965,14,323.678185
0.895,42,323.714006
0.94,24,323.735496
0.95,20,323.753417
0.97,12,323.775428
0.965,14,323.786995
0.9675,13,323.798958
0.9525,19,323.815601
0.9675,13,323.827184
0.9625,15,323.840224
0.9675,13,323.853667
0.9625,15,323.867018
0.96,16,323.882263
0.95,20,323.900954
0.955,18,323.918118
0.9625,15,323.931647
0.93,28,323.955099
0.9775,9,323.963127
0.955,18,323.978541
0.945,22,323.998132
0.9575,17,324.01423
0.9575,17,324.028111
0.94,24,324.05089
0.93,28,324.075991
0.96,16,324.090397
0.9775,9,324.100329
0.97,12,324.110344
0.97,12,324.120348
0.9325,27,324.145472
0.9575,17,324.160474
0.955,18,324.176353
0.96,16,324.191095
0.97,12,324.202761
0.96,16,324.217353
0.9675,13,324.229175
0.9825,7,324.23521
0.9725,11,324.245009
0.9425,23,324.266798
0.93,28,324.291709
0.9575,17,324.30828
0.94,24,324.329137
0.875,50,324.372996
0.93,28,324.398959
0.97,12,324.409646
0.95,20,324.427545
0.9675,13,324.440177
0.9775,9,324.449949
0.96,16,324.472697
0.9775,9,324.481708
0.95,20,324.500018
0.9525,19,324.520652
0.975,10,324.528409
0.9575,17,324.545686
0.955,18,324.562119
0.9575,17,324.578331
0.9625,15,324.591808
0.9575,17,324.608571
0.97,12,324.619474
0.945,22,324.639049
0.975,10,324.648412
0.97,12,324.659202
0.97,12,324.66992
0.9525,19,324.687167
0.92,32,324.716869
0.96,16,324.731712
0.95,20,324.75022
0.935,26,324.772961
0.965,14,324.786747
0.9675,13,324.799318
0.9575,17,324.814149
0.9425,23,324.835113
0.95,20,324.852926
0.9275,29,324.879662
0.94,24,324.899301
0.9575,17,324.915277
0.96,16,324.929807
0.9525,19,324.947247
0.96,16,324.961665
0.9475,21,324.981022
0.9475,21,324.998661
0.955,18,325.014017
0.9575,17,325.029255
0.9475,21,325.048779
0.9325,27,325.073131
0.965,14,325.086389
0.95,20,325.104272
0.96,16,325.118833
0.9525,19,325.136704
0.98,8,325.144899
0.93,28,325.171915
0.965,14,325.184435
0.9475,21,325.204156
0.9775,9,325.211665
0.9675,13,325.22454
0.9475,21,325.243172
0.9625,15,325.256413
0.965,14,325.269004
0.97,12,325.280163
0.955,18,325.296476
0.965,14,325.308692
0.95,20,325.327318
0.96,16,325.341922
0.9675,13,325.352893
0.97,12,325.365251
0.945,22,325.386717
0.9575,17,325.403048
0.9775,9,328.577668
0.9725,11,328.587306
0.9725,11,328.609472
0.945,22,328.629943
0.94,24,328.650955
0.955,18,328.668319
0.87,52,328.713926
0.94,24,328.735074
0.7875,85,328.810482
0.9775,9,328.819307
0.96,16,328.833089
0.9675,13,328.84527
0.965,14,328.85735
0.9425,23,328.87852
0.9625,15,328.892561
0.9625,15,328.905929
0.97,12,328.916403
0.9325,27,328.940942
0.9675,13,328.951849
0.9475,21,328.969908
0.96,16,328.984419
0.975,10,328.994133
0.9575,17,329.008839
0.96,16,329.023876
0.9225,31,329.05194
0.92,32,329.080386
0.9575,17,329.094787
0.9725,11,329.105315
0.9375,25,329.126967
0.92,32,329.15491
0.9725,11,329.165677
0.9575,17,329.182077
0.965,14,329.194792
0.885,46,329.235736
0.9175,33,329.265486
0.895,42,329.306117
0.9325,27,329.329461
0.9575,17,329.344508
0.9475,21,329.363718
0.9375,25,329.388195
0.0,360,329.710518
0.94,24,329.732675
0.97,12,329.743344
0.9575,17,329.757967
0.945,22,329.777406
0.9675,13,329.78854
0.9725,11,329.799552
0.96,16,329.81373
0.97,12,329.82439
0.9525,19,329.842758
0.945,22,329.862113
0.9475,21,329.881959
0.9525,19,329.898746
0.9525,19,329.915147
0.9475,21,329.932405
0.9425,23,329.953121
0.9375,25,329.974955
0.955,18,329.990258
0.9675,13,330.002804
0.9275,29,330.027095
0.965,14,330.039564
0.95,20,330.057374
0.9375,25,330.08105
0.96,16,330.095417
0.9625,15,330.108323
0.955,18,330.124469
0.9475,21,330.143844
0.97,12,330.154362
0.92,32,330.184146
0.965,14,330.198097
0.975,10,330.206618
0.92,32,330.235342
0.9575,17,330.250956
0.9275,29,330.277774
0.9525,19,330.29543
0.9325,27,330.322948
0.9275,29,330.348424
0.92,32,330.377082
0.955,18,330.392898
0.8925,43,333.608946
0.955,18,333.624938
0.965,14,333.637393
0.9475,21,333.654809
0.965,14,333.667266
0.95,20,333.68521
0.96,16,333.699293
0.9625,15,333.712463
0.925,30,333.740091
0.9425,23,333.760885
0.0,360,334.082778
0.97,12,334.095176
0.9725,11,334.104787
0.9575,17,334.119476
0.9675,13,334.131653
0.9625,15,334.145386
0.955,18,334.160558
0.975,10,334.16968
0.96,16,334.184146
0.925,30,334.210105
0.9775,9,334.217752
0.94,24,334.239264
0.9575,17,334.253223
0.9675,13,334.264704
0.965,14,334.277023
0.94,24,334.299344
0.9625,15,334.312706
0.9475,21,334.331072
0.9775,9,334.339688
0.96,16,334.353134
0.9625,15,334.366782
0.9675,13,334.377882
0.955,18,334.393092
0.9425,23,334.415388
0.9675,13,334.427361
0.9675,13,334.438293
0.9675,13,334.45038
0.9525,19,334.466926
0.9375,25,334.490974
0.96,16,334.507461
0.945,22,334.526368
0.9475,21,334.546235
0.965,14,334.55787
0.9725,11,334.566947
0.96,16,334.580375
0.96,16,334.595272
0.965,14,334.608913
0.9475,21,334.629268
0.9475,21,334.648387
0.97,12,334.659221
0.965,14,334.674237
0.9625,15,334.686795
0.9725,11,334.69607
0.96,16,334.710601
0.96,16,334.724839
0.9475,21,334.742857
0.9275,29,334.768868
0.925,30,334.795369
0.92,32,334.822697
0.9625,15,334.83745
0.9525,19,334.853764
0.97,12,334.864873
0.9625,15,334.878698
0.965,14,334.891684
0.925,30,334.919362
0.935,26,334.943119
0.9475,21,334.962015
0.95,20,334.980805
0.9475,21,335.000039
0.925,30,335.026348
0.9525,19,335.043401
0.9225,31,335.070323
0.945,22,335.090326
0.97,12,335.100954
0.96,16,335.115135
0.9525,19,335.131729
0.95,20,335.150972
0.9775,9,335.158927
0.955,18,335.175505
0.85,60,335.236647
0.9575,17,335.252901
0.975,10,335.261954
0.975,10,335.272048
0.9675,13,335.28314
0.9625,15,335.296538
0.9575,17,335.311799
0.9675,13,335.324055
0.9525,19,335.341962
0.97,12,335.353025
0.95,20,335.371933
0.9325,27,335.399194
0.9625,15,335.413999
0.9425,23,335.438388
0.92,32,338.727633
0.95,20,338.745019
0.96,16,338.763115
0.95,20,338.782128
0.9625,15,338.795376
0.9075,37,338.827284
0.9375,25,338.84941
0.96,16,338.864017
0.9675,13,338.875399
0.965,14,338.888081
0.9675,13,338.899208
0.96,16,338.913517
0.98,8,338.920507
0.9575,17,338.936733
0.9625,15,338.94942
0.97,12,338.960305
0.955,18,338.977379
0.9725,11,338.986975
0.95,20,339.004668
0.955,18,339.022877
0.9775,9,339.03092
0.9625,15,339.044596
0.9375,25,339.067681
0.95,20,339.08525
0.94,24,339.105465
0.955,18,339.121823
0.965,14,339.134473
0.9625,15,339.148087
0.965,14,339.160388
0.9725,11,339.171665
0.9725,11,339.181835
0.975,10,339.18991
0.975,10,339.199533
0.9625,15,339.212043
0.95,20,339.229819
0.965,14,339.24303
0.9675,13,339.255571
0.96,16,339.269029
0.9525,19,339.287381
0.9575,17,339.302954
0.9625,15,339.316523
0.96,16,339.333133
0.9625,15,339.346009
0.9175,33,339.375499
0.9625,15,339.388883
0.975,10,339.398303
0.9525,19,339.415201
0.9625,15,339.428123
0.9675,13,339.439571
0.965,14,339.451662
0.965,14,339.464961
0.955,18,339.480435
0.9575,17,339.4958
0.9525,19,339.511929
0.9275,29,339.540077
0.9425,23,339.560539
0.9625,15,339.577231
0.9575,17,339.592919
0.955,18,339.60949
0.9625,15,339.624074
0.9425,23,339.645109
0.935,26,339.66774
0.9675,13,339.679053
0.9325,27,339.704351
0.9575,17,339.719344
0.94,24,339.740915
0.9675,13,339.751796
0.9525,19,339.769669
0.9725,11,339.779346
0.9725,11,339.789536
0.9625,15,339.802989
0.9525,19,339.82047
0.97,12,339.830347
0.9675,13,339.841894
0.9725,11,339.852018
0.975,10,339.861103
0.9675,13,339.873199
0.97,12,339.882975
0.9675,13,339.895311
0.9625,15,339.909096
0.97,12,339.919842
0.975,10,339.929403
0.9725,11,339.938927
0.965,14,339.95106
0.9475,21,339.969139
0.95,20,339.988771
0.9625,15,340.000466
0.96,16,340.016926
0.9675,13,340.028946
0.925,30,340.057371
0.9725,11,340.067825
0.95,20,340.085241
0.965,14,340.097151
0.9625,15,340.110343
0.965,14,340.1229
0.975,10,340.131901
0.9625,15,340.145473
0.93,28,340.170938
0.975,10,340.180307
0.9325,27,340.205266
0.9725,11,340.215068
0.97,12,340.227478
0.94,24,340.249512
0.975,10,340.258377
0.97,12,340.269556
0.9675,13,340.281077
0.9625,15,340.295128
0.975,10,340.303324
0.96,16,340.318355
0.9625,15,340.332718
0.9675,13,340.344343
0.9525,19,340.360336
0.9625,15,340.374972
0.96,16,340.389884
0.96,16,340.404216
0.9675,13,340.416828
0.9725,11,340.427038
0.9575,17,340.444494
0.965,14,340.456345
0.955,18,340.471971
0.965,14,340.497446
0.9275,29,340.52579
0.9525,19,340.542515
0.9525,19,340.561878
0.9675,13,340.574548
0.9425,23,340.594597
0.97,12,340.605369
0.9725,11,343.770341
0.9625,15,343.784899
0.9425,23,343.805388
0.96,16,343.819026
0.93,28,343.844893
0.9325,27,343.869166
0.96,16,343.882093
0.96,16,343.897275
0.975,10,343.906172
0.9225,31,343.934834
0.965,14,343.947416
0.8925,43,343.986063
0.97,12,343.997645
0.9475,21,344.015911
0.9125,35,344.047127
0.9175,33,344.077189
0.9,40,344.112597
0.8725,51,344.159029
0.9575,17,344.175429
0.96,16,344.190169
0.9525,19,344.20799
0.96,16,344.222944
0.885,46,344.26458
0.1825,327,344.556184
0.9525,19,344.573267
0.9375,25,344.596626
0.8825,47,344.644444
0.97,12,344.656537
0.9675,13,344.668283
0.965,14,344.680994
0.91,36,344.712706
0.9725,11,344.722774
0.94,24,344.74437
0.97,12,344.754966
0.97,12,344.766402
0.9625,15,344.78091
0.96,16,344.796364
0.97,12,344.806128
0.745,102,344.901105
0.9675,13,344.911959
0.965,14,344.925366
0.9575,17,344.940406
0.9675,13,344.952825
0.5925,163,345.107079
0.73,108,345.207711
0.975,10,345.219238
0.6975,121,345.334255
0.9625,15,345.34939
0.965,14,345.363096
0.965,14,345.376332
0.9625,15,345.390562
0.9725,11,345.40028
0.9525,19,345.418439
0.965,14,345.430481
0.9125,35,345.464704
0.9525,19,345.483263
0.9375,25,345.510206
0.945,22,345.53309
0.965,14,345.548031
0.7975,81,345.627164
0.9125,35,345.662946
0.9525,19,348.960389
0.935,26,348.985394
0.975,10,348.994955
0.9675,13,349.006963
0.955,18,349.025293
0.9475,21,349.044477
0.92,32,349.075214
0.915,34,349.107208
0.9425,23,349.128657
0.97,12,349.139828
